,AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,Year
111,111-41-10050,Admiralty Creek,8/17/14,"Arrived to shore at ~08:00 amidst rough seas, wind, and rain. Due to weather and deteriorating creeek conditions, sampling was not conducted continuously on creek. Creek level high, low visibility. Steady rain all day, heavy at times, windy. Processing areas selected from trail based on fish availability, and previous sites with high chum landing success. Alive/dead counts limited to these selected areas. A few pre-spawn chum pulled from creek, returned. Red Tail hawk heard on trail. Mink seen between processing areas 3 and 4. Last sample was found on trail returning, predated on by bear. Trail maintenance crew on trail, clearing logs. Great Blue Heron seen in tide flats on return. Beach pickup at 13:00.",58.17344388,-134.552999,,58.17355591,-134.5529349,,NA,NA,,13.03662818,450,Chum Salmon,28,3,NA,31,13,0,0,11,0,11,2014
112,111-41-10050,Admiralty Creek,8/20/14,"Hit trailhead at 9:00.  Hiked for an hour and a half.  Due to missing flagging because of trail maintenence we walked a third of a mile passed our previous highest survey.  Water normal and visibility was moderate.  Saw a heron, bear, and an otter on the way down stream.  Live/dead counts were done on the hike down stream and we did the upper half of Admiralty and finished survey at arching nurse log.  There were very few chum higher up and many chum caught were moldy but prespawned.  Very low chum  numbers.  We got picked up at 17:00 at low tide.",58.14848407,-134.5155352,,58.16560751,-134.5455263,,NA,NA,,2599.061642,450,Chum Salmon,27,1,NA,28,10,1,10,10,1,9,2014
113,111-41-10050,Admiralty Creek,8/21/14,Hit trail head at 8:45.  We started survey where we left off the day before.  Hiked down trail to the arching nursery log.  Counted live/deads on the way down while sampling.  Very few chums seen.  Most chums caught were very moldy and slow moving but prespawned.  All previously good fishing spots showed very few chum.  Leaves falling off alders and devel's club yellowing.  We saw a heron today as well as a flying bat.  Saw a few coho on stream.  We walked all the way threw the tideflats to the mouth and found two dead chum in tideflats.  Got picked up on low tide at 17:00.,58.16517181,-134.5451567,,58.18050152,-134.5806598,,NA,NA,,2698.218194,450,Chum Salmon,47,3,NA,50,10,0,0,10,0,10,2014
114,111-41-10050,Admiralty Creek,8/24/14,"Started hiking on trail at 0845. Hiked 2.4 miles up the trail and cut down to the creek.  The area where we hit the creek was 350 yards below the highest chum previously spotted on the creek.  Many previously good fishing areas were empty of chums.  First chum spotted was much lower down the creek than usual.  Of the scarce chums spotted some where still prespawn.  New visitors at the cabin.  A lot fewer pinks spotted along the creek.  Several cohos spotted.  Hit the beach at 1530.  Water visibility moderate, water level low.",58.15826715,-134.5280007,,58.17197257,-134.5701592,,NA,NA,,2913.404838,450,Chum Salmon,13,0,NA,13,1,0,0,1,0,1,2014
115,111-41-10050,Admiralty Creek,8/27/14,"Got dropped off at beach at 0845.  Hiked up the trail for one hour and cut down to the creek.  Sampled/counted fish on hike down creek.  Pink salmon density lower than previous visit.  Very few chum seen in the upper half of creek.  Some chum caught were still prespawn. Spotted 2 river otters, a mink and kingfisher.  Water level normal, visibility moderate. Ended survey 3 bends downstream of cabin.  Picked up at 1445.",58.15819188,-134.5279713,,58.17426956,-134.568173,,NA,NA,,2967.446209,450,Chum Salmon,17,1,NA,18,5,0,0,5,0,5,2014
116,111-41-10050,Admiralty Creek,8/30/14,"Dropped off at beach at 0900.  Hiked up the trail for 1 hr before dropping down to the creek.  Trail crew had come through and cleared brush since last visit.  Very few pink salmon seen throughout, and on the upper section only 20 or so pinks seen.  First chum not seen until lower streches of creek. Two of the three live chums seen were caught and determined to be prespawn before being returned to creek.  One bear and 2 adult river otters seen.  Water level normal, visibility moderate.  Raining at times. Hiked all the way out through tideflats. Picked up at 1500.",58.15804225,-134.5281585,,58.17577103,-134.5806042,,NA,NA,,3664.378616,450,Chum Salmon,3,0,NA,3,0,NA,NA,NA,NA,NA,2014
117,111-41-10050,Admiralty Creek,7/31/15,"SURVEY QUALITY: POOR Started hiking at 8:30 am and arrived at stream around 9:30 am. Water level high and murky. Saw good proportion of pre-spawned chum. Rained all day, water level rose throughout survey. Higher concentrations of chum closer to the mouth. Turbidity increased as we progressed downstream. Survey quality poor due to visibility and braided stream. Stayed left during survey will go down the right channel next survey. ",58.1564749,-134.5262562,,58.17349317,-134.5688004,,NA,NA,,3140.676151,450,Chum Salmon,111,11,NA,122,29,6,22.22,27,6,21,2015
118,111-41-10050,Admiralty Creek,8/8/15,"SURVEY QUALITY: FAIR Started upstream hike at 8:30 am, began survey at 10:00 am and worked downstream. No chum salmon seen until we passed our first trip's beginning location.  Lots of pink salmon seen through-out stream, which made viewing chums slightly difficult. Water level for stream was very low for the majority, and dried up tributaries provided plentiful rotting chum carcases. Stopped surveying and hiked down to cabin around a half mile from the mouth and ended survey there. Sunny all day with a daytime high in the mid 60's. Little to no wind observed. ",58.14854747,-134.5153638,,58.17622854,-134.5617944,,NA,NA,,4120.159572,450,Chum Salmon,125,125,NA,250,140,15,10.95,137,15,122,2015
119,111-41-10050,Admiralty Creek,8/19/15,"SURVEY QUALITY: POOR Survey began at 8:45 am in tidal flats. Surveyed tidal flats to cabin during low tide then jumped on trail and hiked the trail up for 45 minutes before jumping in the stream and working our way downstream to the cabin. Water level fairly high, murky causing poor survey quality. Storm flushed out majority of live fish observed during last survey. Scattered showers throughout the day. ",58.18048862,-134.5785961,,58.15813715,-134.5305777,,NA,NA,,3766.20158,450,Chum Salmon,4,39,NA,43,32,1,3.33,30,1,29,2015
120,111-50-10690,Fish Creek,7/21/13,beg lat long erroneous,58.33350778,-134.6024008,,58.33031847,-134.5957525,,NA,NA,,527.1569436,450,Chum Salmon,507,35,NA,542,217,112,53.08,211,112,99,2013
121,111-50-10690,Fish Creek,7/24/13,,58.32963829,-134.5890142,,58.32894585,-134.5846076,,NA,NA,,269.4501661,450,Chum Salmon,377,72,NA,449,125,60,48.78,123,60,63,2013
122,111-50-10690,Fish Creek,8/12/13,,58.33048337,-134.5953775,,58.32882584,-134.5858434,,NA,NA,,588.3088686,450,Chum Salmon,211,415,NA,626,65,51,79.69,64,51,13,2013
123,111-50-10690,Fish Creek,7/7/14,Surveyed from green channel marker to large pool and upper end of previously survyed reach. No chum observed.,58.336833,-134.60805,,58.32956,-134.58305,,NA,NA,,1673.677932,450,Chum Salmon,0,0,NA,0,0,NA,NA,NA,NA,NA,2014
124,111-50-10690,Fish Creek,7/21/14,"survey just to check live dead. Started just down from small, only wood pile on right bank below fish pond and ended downstream edge of road bridge. The dead are in various states",58.33239522,-134.6013237,,58.33064704,-134.5929805,,NA,NA,,526.1444122,450,Chum Salmon,296,11,NA,307,0,NA,NA,NA,NA,NA,2014
125,111-50-10690,Fish Creek,7/23/14,Started 1/4 mile upstream of mouth at 0950. Tide coming in fast. Ended about 300 meters below foot bridge. Stream flow relatively low. Few pinks near mouth. ,58.33300626,-134.602159,,58.3302108,-134.5967507,,NA,NA,,444.2302416,450,Chum Salmon,227,59,NA,286,48,33,75,44,33,11,2014
126,111-50-10690,Fish Creek,7/24/14,2nd Day. Greatly reduced fish numbers at upstream beginning of reach. Water clarity excellent and stream low. Ped2 crew sampled in downstream direction from around the upper extent. Ped1 crew started from first split below the foot bridge and headed upstream. Tray 1400000582  has one cell with alternate DNA tissue that was not marked in the tablet. Ped1 crew skipped a few areas in order to move up stream more quickly. ,58.32777294,-134.5732774,,58.32850757,-134.5876624,,NA,NA,,846.7889676,450,Chum Salmon,772,77,NA,849,163,92,58.23,158,92,66,2014
127,111-50-10690,Fish Creek,7/25/14,Start time = 0735; Discharge up from previous days as a result of precip. event; Visability good; Began survey at low tide and sampled in an upstream direction.,58.33463801,-134.6048351,,58.33006816,-134.5901714,,NA,NA,,998.5336827,450,Chum Salmon,249,225,NA,474,125,69,55.2,125,69,56,2014
128,111-50-10690,Fish Creek,7/27/14,started after 800 from highway bridge with Ped 1 starting in tide flats next to marker 19A and working up. discharge increased and visibility declined since previous survey due to precip. ,58.33053252,-134.5925554,,58.32912703,-134.5815589,,NA,NA,,663.0092421,450,Chum Salmon,411,297,NA,708,190,85,46.2,184,85,99,2014
129,111-50-10690,Fish Creek,7/30/14,"Ped 1 crew started below red house and ended at footbridge. Ped2 crew working US from foot bridge. Flow high and dark, unable to count or fish in deep pools and walked around some of the bigger rapids. ",58.33500025,-134.6055471,,58.3305509,-134.5950326,,NA,NA,,790.5830833,450,Chum Salmon,485,364,NA,849,266,128,49.42,258,128,131,2014
130,111-50-10690,Fish Creek,7/31/14,"began at last processing aeea from yesterday.  with Lorraine and Mark with ADFG. stream flow significantly lower than yesterday. Hiked to upper extent, as recorded in survey is about 1/4 mile past last processing area and 400 meters past last observed fish ",58.32890314,-134.5781497,,58.3268013,-134.5685248,,58.32675386,-134.5684785,,610.6000504,450,Chum Salmon,173,37,NA,210,75,15,21.43,70,15,55,2014
131,111-50-10690,Fish Creek,8/3/14,water level low and clear. Sampled upper end of stream and saw mostly dead and post spawned fish. ,58.32901495,-134.584805,,58.32880179,-134.5775802,,NA,NA,,423.9649131,450,Chum Salmon,252,211,NA,463,192,101,53.44,189,101,88,2014
132,111-50-10690,Fish Creek,8/5/14,"started at footbridge at 0820, and worked down. stream low and clear. ended just before snagging pond because we ran out of trays, but there were at least 50 more dead chum within 40 feet of last processing area, mostly stuck in the backwater areas near the pond. Saw one stray chinook about 250m US of pond.",58.33035312,-134.5926755,,58.33049951,-134.5987732,,NA,NA,,357.6236138,450,Chum Salmon,272,296,NA,568,240,202,87.07,232,202,30,2014
133,111-50-10690,Fish Creek,8/6/14,started just DS of road bridge and worked US. targeting dead fish only. several fish too rotten to measure heights.,58.33061018,-134.593318,,58.32914542,-134.5846481,,NA,NA,,533.5119818,450,Chum Salmon,140,395,NA,535,288,232,82.56,281,232,49,2014
134,111-50-10690,Fish Creek,8/8/14,"started at road bridge at 0820 and worked DS. Sampled mostly dead fish, many rotten to the point that length and height measurements were no longer possible. ",58.33029638,-134.5921053,,58.33135458,-134.6003243,,NA,NA,,495.7366318,450,Chum Salmon,165,651,NA,816,352,271,78.78,344,271,73,2014
135,111-50-10690,Fish Creek,8/9/14,"Rain!  Discharge increased and visibility decreased as day progressed.  Majority of live fish were observed actively spawning, and appeared fresh.  Majority of dead count were previously sampled fish.  Fish numbers diminished as we approached upper processing area/end location.",58.33073104,-134.594363,,58.32931373,-134.5812216,,NA,NA,,785.9434073,450,Chum Salmon,109,568,NA,677,178,139,79.89,174,139,35,2014
136,111-50-10690,Fish Creek,8/12/14,"started at 0905 approximately 1/4mile ds of house with red roof, parallel to green channel marker closest to shore on stream left . low tide at 0910. water level high and water tannin brown, it has dropped slightly since two days ago but unsafe to wade in most sections, we sampled dead fish from banks. End point represents point where we could no longer walk on the banks due to thick alders and wading was not possible due to high flow. counted 158 headless (previously sampled) fish and 100 dead but intact fish. Intact fish not sampled were predated gonads. no live count because water was too deep/dark in95% of stream to get an accurate count but did see 68 in the reach between king pond and footbridge.  No scales taken due to decayed state of majority of sampled population.",58.33506874,-134.6053608,,58.33053477,-134.5955921,,NA,NA,,763.2426138,450,Chum Salmon,NA,258,NA,258,64,46,73.02,63,46,17,2014
137,111-50-10690,Fish Creek,8/14/14,"Same beginning and end points as two days ago, started DS at 1055 parallel to green channel marker and ended 500m DS of foot bridge. flow has actually risen slightly and visibility decreased since last visit, no live count taken. Counted 127 previously sampled fish and 72 sampled or unknown status chum. Sampled 4 live fish caught with gaff or hand in small side channel next to last processing area. ",58.33528906,-134.6057822,,58.33051938,-134.5956773,,NA,NA,,795.4075525,450,Chum Salmon,NA,199,NA,199,20,13,72.22,18,13,5,2014
138,111-50-10690,Fish Creek,8/17/14,"started just US of king pond at 0800, in the time we were collecting and processing the river came up and turned dark brown, no longer safe to continue, stopped below large riffle 300m DS of footbridge.  End location was not captured on tablet; waypoint for last processing area was added as end location.  One male chinook salmon was observed in Fish Creek above the pond.  Many prespawn chum salmon were released following snagging capture.",58.33040599,-134.5983437,,58.33039229,-134.5960945,,NA,NA,,131.7841181,450,Chum Salmon,48,55,NA,103,51,43,93.48,45,43,3,2014
139,111-50-10690,Fish Creek,8/19/14,walked about 1/2 mile above normal end point to see if fish came up during high flow then worked DS. Saw 72 Kings between the usual end point and the king pond.  21 chums were observed above the highway bridge; the remainder were concentrated between the footbridge and pond.  Stage height had decreased since the previous visit and visibility improved.  All but the deepest pools were visible.  Majority of dead count was comprised of skeletal remains or specimens in late stages of decomposition. ,58.3266808,-134.5697876,,58.33491153,-134.6055011,,NA,NA,,2284.363017,450,Chum Salmon,95,135,NA,230,84,74,91.36,81,74,7,2014
140,111-50-10690,Fish Creek,8/21/14,"started US at 0925, just above normal end point about 20m US of small tributary on stream left. water level down from last visit. Low enough to see far more chum carcasses than last time, however,  the majority were too decomposed to sample (missing all muscle tissue or head). Between foot bridge and beginning, live chum count at 9 and dead at 100, with about 50% of dead counted in braided section alone. 124 chinook salmon observed.  Possible chumXpink salmon hybrid observed.",58.32843225,-134.5760301,,58.33386344,-134.602838,,NA,NA,,1683.046482,450,Chum Salmon,47,173,NA,220,61,54,91.53,59,54,5,2014
141,111-50-10690,Fish Creek,8/25/14,"fish sampled from king pond up to foot bridge.  above the foot bridge we popped in to the creek from the trail, but only one chum was observed. cloudy/rainy, with normal, clear water. ",58.33104296,-134.6000817,,58.33064228,-134.5944464,,NA,NA,,333.15284,450,Chum Salmon,2,68,NA,70,6,5,83.33,6,5,1,2014
142,111-50-10690,Fish Creek,8/28/14,started US at 0915 worked down. King salmon count: 51 dead and 7 alive. ended 100yards DS of red house.  The four live chums were observed between the footbridge and king salmon pond; two were snagged and released after confirming each were prespawn.  One snagged fish was mortally wounded and sampled.  ,58.32842228,-134.5761185,,58.33458926,-134.6048595,,NA,NA,,1818.522385,450,Chum Salmon,4,57,NA,61,4,3,75,4,3,1,2014
143,111-50-10690,Fish Creek,7/25/15,"SURVEY QUALITY: FAIR At the mouth at 9:30 am. Water clarity was poor, which factored in to our overall live/dead count quality. Survey ended at 4:30 pm. Worked from mouth to bridge then jumped on trail and went up to Valhalla and worked our way back to bridge (walking downstream). Majority of fish sampled were caught live, but post-spawned. Overcast but no rain, low water level. Many pinks and chum viewed in redds. ",58.33348276,-134.6020036,,58.32840723,-134.5761686,,NA,NA,,1615.708968,450,Chum Salmon,874,59,NA,933,160,100,65.36,153,100,53,2015
144,111-50-10690,Fish Creek,8/2/15,"SURVEY QUALITY: FAIR Survey began at 9:30 am in tidal flats at low tide. Due to high numbers of dead and post-spawned chum we skipped sections of the stream and tried to limit our sampling efforts to historically productive areas. Sampled until the houses on the point, skipped straight-away section, started sampling from pond to the bridge. Then sampled from just above the road to the island and both channels on either side (sample locations are on the GPS). Fishing hole below strainer was a sample site. Final sampling effort was at valhalla. Hiked on the trail past valhalla approx. 1/4 mi. Didn't see any live or dead chum at our end survey location, only pinks. Visibility was good and water level was low. Lots of pinks and chums made our survey quality fair. Were relatively few chum at valhalla, mostly pinks. Survey ended at 4:00 pm. Saw a porcupine. Clear skys, sunny entire day.  ",58.33753464,-134.6083316,,58.3266536,-134.5697708,,NA,NA,,2563.635209,450,Chum Salmon,790,361,NA,1151,289,223,79.36,281,223,58,2015
145,111-50-10690,Fish Creek,8/17/15,"SURVEY QUALITY: FAIR Survey began at 9:00 am on tidal flats. Weather was overcast, water levels were low and clear. Large number of live pink salmon throughout stream. Large number of dead, spawned-out chum in tidal flats; number observed grew fewer further upstream. No dead or live chum salmon observed in 'valhalla'. Only a few dead specimens collected above the bridge. Large numbers of dead chum salmon resulted in a fair survey quality. Recorded GPS location of first observed redd in tidal flats (no fish were present), which was labled as 'redd intertidal'. Survey ended at 2:00 pm. ",58.33730345,-134.6081429,,58.32864095,-134.5760296,,NA,NA,,2114.290884,450,Chum Salmon,104,651,NA,755,180,163,93.68,174,163,11,2015
146,112-21-10060,Ralphs Creek,7/25/13,,57.33224622,-135.010086,,57.3239029,-135.0266675,,NA,NA,,1364.170319,450,Chum Salmon,NA,216,NA,216,216,1,0.47,212,1,211,2013
147,112-21-10060,Ralphs Creek,7/29/14,could not get through canyon due to high water. tried to go by on right hillside. to steep to safely traverse.  no end point,57.33536163,-135.007466,,NA,NA,,NA,NA,,NA,450,Chum Salmon,22,0,NA,22,0,NA,NA,NA,NA,NA,2014
148,112-21-10060,Ralphs Creek,7/30/14,"no samples on way up. found some on the way down. most fish look fresh. actively working redds above canyon. only 72 live counted below the gorge. Travelers must mind,Some rainforest etiquetteBeavers gnaw, bears charge.",57.33519066,-135.007308,,57.3105872,-135.0313945,,NA,NA,,3100.506139,450,Chum Salmon,496,22,NA,518,3,0,0,3,0,3,2014
149,112-21-10060,Ralphs Creek,8/5/14,"14 fish below gorge, all showing wear. above gorge few fish seen many of them still fresh. samples obtained by snagging. no carcasses seen, bears must be taking into woods and eating everything. dead count was all jaw bones with no sample available",57.33231583,-135.0089039,,57.31478479,-135.0312964,,NA,NA,,2373.083237,450,Chum Salmon,72,33,NA,105,9,0,0,9,0,9,2014
150,112-21-10060,Ralphs Creek,7/23/15,"SURVEY QUALITY: GOOD First day in the field. High tide ~0630 11.7' (Sitka)Started survey at 0832, turned around at 1550 and returned to boat at 1805. Had difficulty holding anchor due to high winds and loose gravel bottom. Brad stayed with the boat and joined us at the gorge once he felt comfortable re-positioning the vessel. We saw very few live chum before the gorge and did not have any sample sites. Spotted moldy chums just above the gorge. Most samples were prayed upon post spawn fish. Only a handful of samples came from live fish. Pinks were almost all pre-spawn and they were in copious amounts. Worked steadily upstream until it became too overgrown and braided for us to continue. Also, it was a bear safety concern. The weather was overcast and intermittantly raining through the day. The water had good visibility with a normal flow. We saw a total of 9 bears, a mix of adult and juvenile Bald Eagles and many Oozles (aka American Dippers). Forgot to indicate when samples were preyed upon. ",57.33275123,-135.0089608,,57.31723886,-135.0290636,,NA,NA,,2109.737085,450,Chum Salmon,247,104,NA,351,96,0,0,93,0,93,2015
151,112-21-10060,Ralphs Creek,7/27/15,"***Samples in Tray 20155150 was compromised during the drying process and some otoliths were dislodged from their wells by water droplets.  Notes have been made in all obviously affected wells.SURVEY QUALITY: GOOD Arrived on the beach at 0815.  Processed fish on the way up the creek.  Only 7 chums seen before the gorge, none of which were moldy.  All samples came from chum above the gorge.  Roughly 20% of samples were from live chums.  All chums observed apeared to be active or post spawn.  Completed survey at 1545 at the same location as the first visit, as the stream becomes narrow and overgrown.  Back to the Bear at 1745.  Water was clear and normal level.  High tide was at 1112 of 11.6' (Petersburg).  Rained throughout the day.  Six bears were observed.",57.33200814,-135.0104011,,57.31728714,-135.0295457,,NA,NA,,2004.447769,450,Chum Salmon,313,210,NA,523,137,0,0,129,0,129,2015
152,112-21-10060,Ralphs Creek,8/2/15,"SURVEY QUALITY: GOOD Left the Bear at 0800.  Saw one live chum before the gorge.  Pinks seen throughout.  Roughly 75% of live chums observed were likely postspawn.  Most samples came from dead fish.  Turn around time 1630.  Back to the skiffs at 1830.  High tide at 1537 of 17.4' (Petersburg).  Stream up slightly from last visit, still clear.  Weather was mostly sunny with one rain shower at the end of the day.  12 bears seen.  One possible chumpy observed.",57.33300541,-135.0081805,,57.3174138,-135.0294438,,NA,NA,,2157.717657,450,Chum Salmon,113,285,NA,398,209,1,0.48,207,1,206,2015
153,112-42-10250,Kadashan River,8/4/13,,57.71723764,-135.2208068,,57.68932164,-135.2122346,,NA,NA,,3150.799243,450,Chum Salmon,NA,7,NA,7,7,0,0,7,0,7,2013
154,112-42-10250,Kadashan River,7/24/14,"Many fresh chums, none spawned out. Our samples are bear kills. Murkyness of the river esp. lower mile likely led to some chums going uncounted. Most fish found below the fork (850).There once was a team that went walking,an elusive prey they were stalkingThey saw some large bears,who, all unawares,did cause our team to keep stopping.",57.71416057,-135.2171278,,57.68194768,-135.203903,,NA,NA,,3673.271094,450,Chum Salmon,861,6,NA,867,4,0,0,4,0,4,2014
155,112-42-10250,Kadashan River,8/3/14,"Surveyed from mid tide upstream. Pinks holding motionless in pools, very lttle spawning activity. A few chum live chum mixed  in, very few!  Checked first pools on east fork, then up west fork. Slow going as west fork richly endowed wih large woody debris. In entire survey saw only six pink carcasses.  Collected otolihs from only chum carcass found, also found 2 partial chum heAds.  The most live chum seen were at mid tide level, perhaps as many as 50 mixed with pinks.",57.72010742,-135.2146504,,57.68445908,-135.2193347,,NA,NA,,3980.052226,450,Chum Salmon,50,3,NA,53,1,0,0,1,0,1,2014
156,112-42-10250,Kadashan River,8/26/14,"Water moderate but rising fast in heavy rain.  Quite a few pink carcasses in tide flats and uppe rintertidal, found 6 chum carcasses there, also 5 heads with otoliths missing thanks to brain-loving bear. Checked short distance up  west fork, then east fork.  A few live chum seen in upper intertidal, none in forks. ",57.71959642,-135.2252119,,57.6910133,-135.213471,,NA,NA,,3259.419286,450,Chum Salmon,NA,11,NA,11,6,0,0,6,0,6,2014
157,112-42-10250,Kadashan River,7/24/15,"SURVEY QUALITY: POOR Nick, Molly, and Wendy came over to the Bear to discuss the new protocol and start the survey with us.  We took two skiff's to the left side of the mouth and anchored them so that they would run dry throughout the day.  Laded on the Beach at 0930.  Surveyed up the stream as a group.  Fish were seen in lower stretches, but we weren't able to identify them.  First visible chum was seen shortly before the fork at 1100.  We split into two groups to survey both forks of the stream.  We had only observed 9 chums by the fork.  Both crews turned around at 1330.  Back to the boats at 1600.  End point of survey represents the highest point surveyed on the right fork.  The highest point surveyed on the left fork was at N57°02.989’  W135°19.415’.  Some pinks were observed throughout the run.  No new redds were observed and all pinks and chums appeared prespawn.  The stream was dark throughout with low visibility especially in deep pools where most of the fish were observed.  The water level was slightly high.  Kadashan is characterized by lots of log jams and large woody debris above the fork.  It was partly cloudy with a slight breeze.  Around 7 bears observed.  Almost got run over by two bucks on our walk across the tide flats in the morning.  High tide was at 0722 at 11.2' (Juneau).",57.71370663,-135.2173642,,57.68894201,-135.2217158,,NA,NA,,2770.271608,450,Chum Salmon,28,0,NA,28,0,NA,NA,NA,NA,NA,2015
158,112-42-10250,Kadashan River,8/1/15,"SURVEY QUALITY: FAIR Left the Bear at 0800 and got dropped off on the tide flat to walk the entire extent of of the intertidal stream looking for dead chums.  No chums were observed until the tree line.  All chums were observed in pools with very few showing any mold.  Lots more pinks seen on both sides of the stream.  Only 3 chums were seen on the right fork, but the stream never narrowed or braided before turn around point.  Left fork was surveyed until stream got very narrow, shallow and braided.  Pink salmon were huge on this stream for both of our visits.  Stream was up slightly from last visit, with even darker water.  High tide was at 14:52 of 15.5' (Tenakee).  Weather was mostly cloudy with scattered showers.  Two bears observed.  One shrew seen.",57.7319388,-135.2264421,,57.68077834,-135.2025625,,NA,NA,,5873.017214,450,Chum Salmon,41,0,NA,41,0,NA,NA,NA,NA,NA,2015
159,112-42-10250,Kadashan River,9/1/15,"This survey followed another period of rain,heavy at times, and resulting high water. Started survey at -2.4 tide, crisscrossed vast tideflats while moving boat upstream on incoming tide.Lots of pink carcasses strewn everywhere, only 3 very ripe chum carcasses found in low flats,then 2  more collected above usfs site,one of those dispatched by us.  A few live chum still actively spawning, counted 23. Still good numbers of live pinks actively spawning.",57.73206183,-135.2137185,,57.69338014,-135.2171912,,NA,NA,,4313.049164,450,Chum Salmon,23,5,NA,28,5,1,20,5,1,4,2015
160,112-46-10070,Seal Bay Head,7/27/13,,57.82441532,-135.5770545,,57.81933744,-135.5971337,,NA,NA,,1320.466281,450,Chum Salmon,625,200,NA,825,192,1,0.53,189,1,188,2013
161,112-46-10070,Seal Bay Head,8/3/13,,57.82481028,-135.573035,,57.82228447,-135.5994004,,NA,NA,,1591.780974,450,Chum Salmon,200,600,NA,800,288,1,0.35,285,1,284,2013
162,112-46-10070,Seal Bay Head,7/24/14,"This survey wa actually conducted on 7/25, and is the second survey taken on the same day since two crews split up at the Fork. This crew took the east Fork. ",57.82438238,-135.582213,,57.81323386,-135.6032282,,NA,NA,,1761.143307,450,Chum Salmon,564,4,NA,568,5,0,0,5,0,5,2014
163,112-46-10070,Seal Bay Head,7/25/14,west forkend at gravel bank east side,57.82210648,-135.599483,,57.81606749,-135.6258582,,NA,NA,,1705.707439,450,Chum Salmon,438,8,NA,446,4,0,0,4,0,4,2014
164,112-46-10070,Seal Bay Head,7/31/14,"abundant evidence of major flood since last trip. bars allswept clean, to banks in most places.  new trees downdid not attempt exact count of live chum , rough estimate 450 definitely less than on july 25 still dense pools of pinks at edge of tide but no fresh chum visible in those groups",57.82450038,-135.575931,,57.81324477,-135.6294257,,NA,NA,,3417.473986,450,Chum Salmon,NA,98,NA,98,83,4,4.82,83,4,79,2014
165,112-46-10070,Seal Bay Head,8/28/14,"Difficult tide for dealing with skiff.  Ran around numerous high intertidal channels like rats in a maze. Lots of pinks, huge numbers of birds. A ll but three chum carcasses found within reach of tide . 67 total.  Saw 70 to 80 live chum, some remarkably fresh.",57.82635184,-135.5690167,,57.82146441,-135.5996488,,NA,NA,,1899.895302,450,Chum Salmon,80,67,NA,147,79,2,2.56,78,2,76,2014
166,112-46-10070,Seal Bay Head,7/26/15,SURVEY QUALITY: GOOD Lots of pinks made viewing difficult in lower stream but higher up very good viewing as pinks streamed by against light sand. Very discouraging lack of chum. Majority of  chum actively spawning.  Chum carcasses spawned out.  Most of the chum above  cliff  in cottonwood area. fewer than 70 seen below cliff. Huge intertidal oxbow channel now totally dry and filling in.,57.8243042,-135.5817621,,57.80784691,-135.6467797,,NA,NA,,4277.026726,450,Chum Salmon,241,30,NA,271,34,1,2.94,34,1,33,2015
167,112-46-10070,Seal Bay Head,8/5/15,SURVEY QUALITY: GOOD Water lower than last trip. Visibility very good.  Somewhat more pinks than last time. Pinks beginning to spawn and die. Less than one percent of pinks dead.  Turned around just before white cliff.,57.82437916,-135.5798717,,57.81496078,-135.6282558,,NA,NA,,3060.815457,450,Chum Salmon,84,69,NA,153,65,0,0,64,0,64,2015
168,112-46-10070,Seal Bay Head,8/20/15,"SURVEY QUALITY: FAIR Abundant evidence of recent high water. Large trees moved downstream100 yards. We scoured tide flats for carcasses. Pink carcasses strewn every where, chum carcasses sparse,  except more concentrated in now cut off oxbow channels that used to be main  spawning channels.  Live chum, actively spawning in those channels and straight stretch. Surveyed to fork, banks swept clean and few carcasses, some live chum.   Definitely worth another trip.",57.82747073,-135.5762611,,57.82222812,-135.5994421,,NA,NA,,1496.091894,450,Chum Salmon,167,88,NA,255,86,0,0,81,0,81,2015
169,112-46-10070,Seal Bay Head,8/26/15,"SURVEY QUALITY: FAIR Chum still spawning in cut off oxbows, which are dry at top but low ends reached by 13' tide.  Majority of samples collected in those areas and by scouring new braided channels in  high intertidal area.  Bear lunch counter.!  Few chum alive or dead in previously popular straight stretch below fork.  ",57.82415183,-135.5787601,,57.8218824,-135.6006584,,NA,NA,,1325.609596,450,Chum Salmon,127,154,NA,281,143,0,0,135,0,135,2015
170,112-48-10190,Little Goose Creek,7/30/13,,57.9282281,-135.7708943,,57.90881365,-135.7790576,,NA,NA,,2215.773893,450,Chum Salmon,300,30,NA,330,30,0,0,30,0,30,2013
171,112-48-10190,Little Goose Creek,8/14/13,,57.93123509,-135.7754793,,57.91326995,-135.7732747,,NA,NA,,2005.150441,450,Chum Salmon,50,120,NA,170,110,0,0,106,0,106,2013
172,112-48-10190,Little Goose Creek,8/1/14,"water very clear and visibility excellent  very few chum , alive or dead  evidence of recent flood some of the 13 carcasses sampled were wedged in crevasses or root wads  estimate app. 80 live chum seen",57.92932472,-135.7727251,,57.90875396,-135.7789245,,NA,NA,,2320.367438,450,Chum Salmon,80,13,NA,93,13,0,0,13,0,13,2014
